date,adr_ATM_1M,adr_P25_1M,adr_C25_1M,adr_ATM_3M,adr_ATM_1Y,adr_ADR_SPOT,loc_ATM_1M,loc_P25_1M,loc_C25_1M,loc_ATM_3M,loc_ATM_1Y,loc_LOC_SPOT,fx_ATM_1M,fx_RR_1M,fx_BF_1M,fx_ATM_3M,fx_RR_3M,fx_BF_3M,fx_ATM_1Y,fx_RR_1Y,fx_BF_1Y,fx_FX_SPOT
2021-02-02,34.479,35.0383,33.4868,35.927,37.812,553.5,31.008,32.5812,29.9249,33.733,34.554,457.5,5.9975,-0.2825,0.165,6.1075,-0.1,0.225,6.145,0.1825,0.3375,1.2
2021-02-03,34.573,39.8835,33.7338,35.926,36.932,542.91,30.138,31.5467,28.8028,33.082,34.167,457.15,5.96,-0.2975,0.1625,6.0275,-0.09,0.22,6.1475,0.1875,0.3275,1.2
2021-02-04,32.417,30.9706,28.2229,34.365,37.177,555.44,29.232,30.1757,28.0327,32.284,33.614,459.55,5.9125,-0.2875,0.165,6.0425,-0.0975,0.2225,6.175,0.1675,0.3275,1.2
2021-02-05,31.543,29.1418,30.0332,34.486,36.532,552.81,28.495,28.5026,26.6534,31.682,33.272,460.0,5.67,-0.1775,0.1525,5.9075,-0.0425,0.21,6.1175,0.1925,0.3225,1.2
2021-02-08,33.082,32.5831,24.1183,34.224,36.452,564.0,28.589,28.271,26.7736,31.522,33.009,467.1,5.4775,-0.0675,0.1475,5.8,0.01,0.2075,6.045,0.195,0.3175,1.21
2021-02-09,31.4,29.3389,27.8787,33.248,36.456,565.5,27.616,27.1958,25.5312,30.965,32.659,469.75,5.7575,0.1,0.1475,5.9675,0.15,0.205,6.115,0.3025,0.3175,1.21
2021-02-10,32.5,30.045,30.1726,34.381,36.595,566.89,28.552,30.9316,26.9128,31.131,32.805,464.1,5.665,0.16,0.1475,5.9075,0.195,0.21,6.14,0.315,0.31,1.21
2021-02-11,30.889,28.1081,31.1334,35.668,37.623,591.51,28.364,28.5893,26.993,30.618,32.348,480.45,5.7725,0.0875,0.1475,5.9575,0.175,0.2075,6.23,0.2975,0.3075,1.21
2021-02-12,34.443,33.8568,31.8347,37.491,38.371,597.99,30.292,28.2206,29.8018,32.138,32.549,494.75,5.5975,0.08,0.145,5.8725,0.175,0.205,6.265,0.2975,0.3125,1.21
2021-02-16,34.347,34.6345,32.1484,39.436,38.636,603.14,30.735,30.649,32.7669,32.65,33.206,499.85,5.69,0.0525,0.15,5.98,0.1475,0.205,6.3225,0.2875,0.315,1.21
2021-02-17,36.254,35.8868,37.6658,37.325,38.621,587.58,31.735,43.7297,37.2508,33.213,33.561,484.35,5.9425,-0.02,0.1525,6.0575,0.095,0.2075,6.3825,0.2375,0.32,1.2
2021-02-18,34.023,34.8183,33.2791,37.238,37.799,582.48,32.093,45.7685,42.3879,33.44,33.611,481.35,5.8125,-0.035,0.15,5.9275,0.065,0.2,6.28,0.2225,0.3175,1.21
2021-02-19,32.971,28.2144,30.8665,37.994,37.943,594.4,29.125,30.7514,30.9788,31.637,32.933,494.0,5.6775,-0.0125,0.15,5.855,0.0775,0.2025,6.285,0.2275,0.3125,1.21
2021-02-22,33.4,35.6062,35.6698,37.534,38.028,578.5,30.83,31.9144,32.5216,32.847,32.77,483.7,5.94,-0.035,0.145,6.03,0.065,0.2,6.35,0.2,0.32,1.22
2021-02-23,34.992,36.102,37.3036,37.239,38.029,576.07,33.398,34.8244,34.9083,34.066,33.293,472.9,6.0625,0.0075,0.1475,6.1325,0.0825,0.2,6.435,0.1975,0.3175,1.22
2021-02-24,34.337,35.4942,37.3888,36.782,37.436,595.01,33.216,34.8471,35.2203,33.794,33.142,473.45,5.8975,-0.01,0.1425,6.06,0.0725,0.1975,6.425,0.1875,0.3175,1.22
2021-02-25,40.617,42.3228,39.2627,37.783,37.198,559.77,33.112,34.512,35.5645,33.579,33.275,474.95,6.865,0.0725,0.15,6.66,0.1375,0.2025,6.7575,0.2275,0.3175,1.22
2021-02-26,39.729,39.7566,38.9373,36.944,36.747,567.09,34.464,37.7821,36.4901,34.28,33.128,465.35,6.765,-0.27,0.195,6.565,-0.0975,0.2425,6.705,0.0825,0.3525,1.21
2021-03-01,35.859,33.3044,31.0252,37.032,35.74,583.55,32.589,34.5468,35.0828,33.107,33.027,480.95,6.225,-0.2175,0.1775,6.205,-0.0975,0.2325,6.49,0.0825,0.335,1.2
2021-03-02,34.328,34.1851,33.7863,36.341,36.266,563.14,32.571,34.9874,35.339,33.091,33.02,471.45,6.11,0.005,0.165,6.1025,0.0225,0.2125,6.3925,0.09,0.31,1.21
2021-03-03,36.54,38.6481,36.3482,37.214,36.13,543.6,33.067,36.7449,35.4916,33.263,32.939,464.0,6.0475,-0.0125,0.1675,6.0525,0.03,0.2125,6.395,0.11,0.3225,1.21
2021-03-04,41.084,46.9629,44.224,39.689,36.312,510.5,36.098,45.239,40.2138,34.833,33.296,435.6,6.3825,-0.195,0.1625,6.3325,-0.0725,0.2125,6.5175,0.0775,0.3225,1.2
2021-03-05,37.502,41.228,39.7508,36.159,35.381,527.04,36.909,44.2275,41.8449,34.426,32.644,428.45,6.3375,-0.27,0.1625,6.2725,-0.1225,0.21,6.4525,0.0575,0.3225,1.19
2021-03-08,40.638,50.9527,49.3323,37.428,36.022,502.19,33.81,40.1747,37.8928,33.237,32.438,438.85,6.6425,-0.3425,0.1675,6.425,-0.205,0.22,6.545,-0.02,0.325,1.18
2021-03-09,38.561,44.217,47.5225,36.276,35.867,539.52,33.801,40.6562,38.2636,33.392,32.397,449.65,6.4975,-0.3325,0.1675,6.33,-0.18,0.2125,6.475,0.005,0.325,1.19
2021-03-10,36.69,45.2659,40.7572,36.07,35.203,523.33,34.061,40.8405,39.2071,33.728,32.766,444.5,6.45,-0.2125,0.1675,6.37,-0.12,0.215,6.465,0.015,0.31,1.19
2021-03-11,35.902,49.0701,42.5278,35.06,35.696,544.4,33.414,37.5418,37.697,33.13,32.447,456.9,6.1125,-0.125,0.17,6.225,-0.09,0.215,6.35,0.025,0.32,1.2
2021-03-12,36.904,40.4975,36.6724,36.443,36.293,537.63,34.3,37.9689,37.5608,34.249,32.916,446.85,6.355,-0.17,0.1725,6.3225,-0.105,0.2175,6.4925,0.01,0.32,1.2
2021-03-15,35.601,44.8143,50.8048,36.774,35.718,547.19,33.202,39.4287,37.2696,33.934,32.782,453.95,6.4225,-0.1975,0.17,6.3075,-0.115,0.215,6.4725,0.0125,0.32,1.19
2021-03-16,34.458,59.9988,37.1898,36.239,35.822,549.38,30.536,35.542,35.1095,32.343,32.257,463.4,6.4325,-0.2225,0.1675,6.33,-0.1225,0.22,6.4675,0.0025,0.32,1.19
2021-03-17,34.364,43.952,64.5298,36.176,35.84,559.57,31.298,42.4773,41.6179,32.54,32.202,461.1,6.0325,-0.14,0.1625,6.2,-0.09,0.215,6.3925,0.015,0.3275,1.2
2021-03-18,36.099,57.4065,99.5595,36.37,35.623,539.19,30.653,38.1231,36.5248,32.06,32.178,461.0,5.9825,-0.1675,0.1575,6.2525,-0.105,0.215,6.42,0.01,0.32,1.19
2021-03-19,35.671,36.7909,40.1693,35.683,34.916,547.42,30.684,31.9371,30.7812,32.094,32.156,464.65,5.895,-0.1975,0.1525,6.1475,-0.11,0.215,6.385,-0.005,0.32,1.19
2021-03-22,35.526,33.4967,36.2269,34.208,34.663,575.99,29.305,28.5811,28.3988,30.777,30.513,478.0,6.025,-0.1825,0.1525,6.16,-0.1,0.215,6.35,0.005,0.32,1.19
2021-03-23,33.861,32.8274,30.9172,32.943,33.422,558.87,28.755,27.9257,28.5285,30.175,30.965,472.5,6.21,-0.2275,0.1525,6.27,-0.14,0.215,6.4,-0.04,0.32,1.18
2021-03-24,35.035,35.8011,35.2223,32.74,33.522,578.58,30.858,30.7944,31.475,31.25,30.993,492.2,6.15,-0.3275,0.1575,6.255,-0.19,0.215,6.38,-0.045,0.32,1.18
2021-03-25,35.747,34.7219,34.5309,33.117,33.166,584.0,32.377,33.4537,33.0445,31.889,31.285,491.35,6.09,-0.3225,0.1575,6.305,-0.22,0.215,6.385,-0.07,0.325,1.18
2021-03-26,37.285,34.7896,32.6055,33.65,33.924,625.67,32.484,33.5548,33.9117,32.014,31.062,516.9,5.81,-0.2925,0.1575,6.06,-0.2,0.205,6.33,-0.08,0.325,1.18
2021-03-29,39.072,38.0174,33.8702,36.371,34.581,608.0,34.525,35.8795,36.3772,33.388,31.495,516.5,5.975,-0.275,0.15,6.125,-0.1875,0.205,6.345,-0.0875,0.325,1.18
2021-03-30,39.095,41.4186,40.4019,37.403,35.633,601.29,34.411,36.0535,35.7053,33.321,31.247,516.3,6.115,-0.2475,0.1475,6.135,-0.18,0.205,6.33,-0.1,0.325,1.17
2021-03-31,37.052,39.1549,34.6223,35.428,34.07,617.36,33.252,34.3897,33.6245,32.728,31.142,517.0,5.72,-0.1575,0.1325,5.98,-0.125,0.195,6.215,-0.06,0.315,1.17
2021-04-01,37.918,39.322,38.4494,36.131,35.071,637.1,33.003,33.1871,32.3259,32.855,31.386,529.3,5.55,-0.09,0.1325,5.785,-0.09,0.19,6.17,-0.065,0.32,1.18
2021-04-06,36.532,40.1254,35.4057,35.59,34.715,628.0,35.077,37.6534,37.761,33.956,32.236,533.3,6.075,0.0525,0.1325,6.03,0.045,0.19,6.26,-0.0025,0.31,1.19
2021-04-07,35.699,34.0462,34.2782,34.314,34.175,626.56,33.605,34.3635,34.1658,33.238,32.773,524.9,6.095,0.1125,0.1325,6.085,0.065,0.185,6.305,0.005,0.305,1.19
2021-04-08,34.526,40.8132,31.1936,33.459,33.381,639.88,32.333,32.373,31.5697,32.322,32.469,532.0,5.705,0.0975,0.1275,5.915,0.06,0.185,6.22,0.01,0.3,1.19
2021-04-09,32.89,33.5189,32.9567,32.915,33.526,634.32,32.303,29.919,30.2537,31.604,32.066,535.5,5.615,0.1075,0.1225,5.86,0.06,0.185,6.31,-0.08,0.3,1.19
2021-04-12,33.536,38.5374,37.7702,32.445,33.258,630.43,31.571,35.6076,35.3212,30.747,31.739,524.4,5.575,0.085,0.1175,5.72,0.055,0.175,6.28,-0.085,0.295,1.19
2021-04-13,32.68,42.6756,37.7141,32.053,32.985,629.12,30.926,37.2819,36.8466,30.51,31.46,525.7,5.6675,0.075,0.12,5.72,0.0625,0.18,6.265,-0.08,0.295,1.19
2021-04-14,32.356,57.7198,38.67,32.312,32.675,630.99,30.363,38.2852,37.1364,30.252,30.861,530.3,5.6225,0.115,0.1275,5.71,0.08,0.18,6.225,-0.085,0.295,1.2
2021-04-15,32.305,26.7785,30.169,30.142,31.574,642.09,29.213,34.9502,33.6555,29.823,30.749,529.9,5.5525,0.13,0.13,5.76,0.085,0.185,6.215,-0.085,0.295,1.2
2021-04-16,30.288,35.3836,33.4521,30.735,31.617,645.69,28.226,29.9026,28.7058,29.175,30.325,536.4,5.4375,0.1325,0.1275,5.7,0.08,0.18,6.235,-0.245,0.3,1.2
2021-04-19,35.266,35.4536,35.4284,31.815,31.884,630.11,29.621,31.2383,30.0278,29.59,30.481,522.2,5.83,0.1775,0.1325,5.795,0.1,0.17,6.295,-0.255,0.315,1.2
2021-04-20,32.815,35.7845,36.3033,32.2,32.054,616.94,32.599,34.636,33.3172,30.577,30.539,512.0,5.8925,0.155,0.1275,5.845,0.075,0.17,6.295,-0.255,0.31,1.2
2021-04-21,28.974,30.0984,30.36,29.926,31.092,655.49,27.432,29.3052,28.0305,28.598,29.862,532.9,5.8175,0.1225,0.1275,5.82,0.065,0.165,6.295,-0.265,0.31,1.2
2021-04-22,29.672,31.775,29.6063,29.676,31.258,647.09,26.999,28.2723,27.5049,28.167,29.164,543.7,5.505,0.1225,0.1275,5.72,0.065,0.165,6.205,-0.255,0.3,1.2
2021-04-23,29.313,30.1286,27.6342,30.266,31.071,670.91,26.832,27.9652,27.3275,28.218,29.259,554.1,5.42,0.1425,0.1225,5.71,0.08,0.165,6.33,-0.385,0.315,1.21
2021-04-26,30.452,32.4266,29.8685,29.988,31.442,670.44,27.959,31.1856,27.3727,28.784,29.48,557.0,5.415,0.1275,0.1225,5.61,0.06,0.165,6.33,-0.415,0.315,1.21
2021-04-27,30.999,31.9456,30.9292,30.032,31.795,672.81,27.199,28.2886,27.2718,28.411,29.431,552.7,5.3025,0.0775,0.1225,5.52,0.035,0.165,6.285,-0.425,0.315,1.21
2021-04-28,28.884,28.8579,27.4863,29.583,31.239,665.34,26.889,27.9986,26.9201,28.284,29.499,549.8,5.305,0.0625,0.1225,5.54,0.025,0.165,6.26,-0.44,0.31,1.21
2021-04-29,28.621,28.5209,28.0072,29.251,31.466,662.48,27.37,28.421,27.0106,28.383,29.327,542.8,5.155,0.0725,0.1225,5.53,0.015,0.165,6.22,-0.415,0.305,1.21
2021-04-30,29.742,30.9049,29.8765,29.97,31.62,648.1,27.436,28.2916,27.4601,28.502,29.471,541.2,5.3,0.035,0.1225,5.54,-0.005,0.165,6.215,-0.415,0.295,1.2
2021-05-03,28.151,28.1595,26.61,29.558,31.283,654.43,27.343,28.3878,27.5858,28.395,29.435,538.8,5.4525,0.025,0.125,5.63,-0.01,0.165,6.2325,-0.4125,0.2975,1.21
2021-05-04,28.716,35.6811,30.075,30.958,31.494,629.0,30.708,34.1696,31.4398,30.105,30.177,514.0,5.41,0.0125,0.1225,5.645,-0.005,0.165,6.225,-0.41,0.295,1.2
2021-05-05,27.668,31.0914,27.4851,30.472,31.663,641.88,28.822,30.4648,28.5088,29.508,29.933,539.5,5.46,0.0175,0.1225,5.735,-0.005,0.165,6.275,-0.385,0.295,1.2
2021-05-06,27.306,29.359,26.8305,31.062,31.749,644.34,29.196,32.0485,29.5383,29.415,29.894,529.8,5.585,0.1025,0.1275,5.855,0.05,0.175,6.33,-0.355,0.295,1.21
2021-05-07,28.955,26.6839,25.9775,30.221,31.671,658.57,27.745,28.9957,27.2399,28.684,29.525,543.9,5.765,0.2525,0.1275,6.01,0.155,0.18,6.425,-0.345,0.305,1.22
2021-05-10,28.203,35.0803,30.3833,31.411,31.676,627.26,30.019,34.2763,32.172,29.811,30.035,525.7,5.93,0.2675,0.1325,5.965,0.18,0.18,6.415,-0.295,0.305,1.21
2021-05-11,28.631,36.332,32.5853,31.313,32.085,630.66,32.879,38.4132,35.4729,31.519,30.968,514.7,6.1,0.2575,0.1325,6.115,0.205,0.18,6.52,-0.24,0.31,1.21
2021-05-12,33.635,44.0919,37.8853,33.462,32.699,601.88,34.082,40.7471,37.5583,32.142,31.089,503.7,6.07,0.1875,0.1375,6.14,0.17,0.18,6.59,-0.255,0.315,1.21
2021-05-13,32.834,38.8614,34.7797,32.23,32.141,623.09,33.389,37.714,35.6919,32.461,31.816,512.7,5.705,0.1375,0.1325,5.98,0.14,0.18,6.55,-0.26,0.315,1.21
2021-05-14,31.032,33.5186,30.4268,32.231,31.621,647.76,31.467,33.0966,30.5785,31.161,31.091,528.0,5.5725,0.1475,0.1275,5.77,0.14,0.17,6.43,-0.245,0.31,1.21
2021-05-17,33.027,41.6951,34.7613,32.722,32.375,635.35,31.76,40.0488,36.3297,31.601,31.274,518.8,5.765,0.1525,0.1275,5.74,0.14,0.175,6.405,-0.245,0.305,1.22
2021-05-18,32.624,39.5738,34.7208,32.931,32.433,632.19,32.175,37.0772,33.409,30.783,30.97,522.9,6.11,0.2325,0.1275,6.025,0.2,0.175,6.515,-0.245,0.315,1.22
2021-05-19,34.169,41.4824,40.6985,34.08,33.247,630.78,34.399,49.9306,46.1781,33.178,32.192,509.0,6.24,0.2075,0.1475,6.145,0.19,0.19,6.58,-0.195,0.34,1.22
2021-05-20,31.789,48.7651,45.4311,33.224,33.086,648.77,33.203,43.8248,40.4216,31.69,31.472,524.9,5.94,0.2025,0.1425,6.04,0.195,0.19,6.53,-0.195,0.34,1.22
2021-05-21,30.132,31.8924,29.1871,32.584,32.734,639.22,31.943,35.7351,29.5871,30.996,31.157,525.4,5.815,0.1575,0.1425,5.85,0.125,0.19,6.465,-0.2,0.345,1.22
2021-05-24,30.626,31.4121,29.3716,32.138,32.279,658.95,29.447,34.2462,28.0051,30.213,30.691,536.4,5.84,0.1475,0.1425,5.825,0.14,0.19,6.435,-0.215,0.34,1.22
2021-05-25,30.157,32.0494,30.2712,31.637,31.681,672.29,28.452,31.0991,28.0583,29.635,29.936,547.3,5.965,0.1875,0.1425,5.935,0.18,0.19,6.48,-0.195,0.345,1.23
2021-05-26,29.611,30.0656,28.7351,31.341,31.382,665.77,28.646,30.7965,28.2334,29.523,29.872,541.9,5.675,0.1275,0.1425,5.845,0.14,0.19,6.44,-0.215,0.34,1.22
2021-05-27,29.78,33.6257,28.5749,31.022,30.848,665.09,27.685,29.8835,27.3026,28.907,29.617,544.0,5.6875,0.085,0.1425,5.8,0.105,0.195,6.435,-0.215,0.345,1.22
2021-05-28,29.087,29.1024,27.177,30.388,31.299,675.47,27.119,29.1974,26.8355,28.574,29.396,552.3,5.65,-0.0075,0.1325,5.75,0.04,0.19,6.395,-0.245,0.335,1.22
2021-06-01,29.843,30.9393,28.9608,31.023,31.517,671.8,27.785,29.7491,27.9267,29.086,29.541,551.1,5.825,0.0525,0.1275,5.755,0.07,0.18,6.375,-0.23,0.335,1.22
2021-06-02,29.633,30.7615,29.3293,31.841,31.348,674.09,27.001,28.7787,26.8068,28.828,29.421,555.1,5.8825,0.0025,0.1275,5.8,0.045,0.18,6.39,-0.245,0.335,1.22
2021-06-03,30.444,31.0067,30.8587,32.479,32.017,665.89,27.934,29.9169,27.8164,29.721,30.133,549.4,5.755,-0.0025,0.1275,5.835,0.005,0.18,6.39,-0.25,0.335,1.21
2021-06-04,30.181,30.7302,26.4785,31.749,31.467,683.3,26.077,26.9247,24.7979,28.695,29.794,558.1,5.5225,0.025,0.1275,5.675,0.045,0.1775,6.355,-0.245,0.335,1.22
2021-06-07,29.896,30.5099,27.7643,31.956,32.01,681.98,26.322,28.0341,25.6995,28.786,29.911,557.9,5.405,0.01,0.1175,5.52,0.035,0.17,6.26,-0.235,0.325,1.22
2021-06-08,29.746,29.0966,27.7376,32.321,32.175,680.73,26.097,27.3098,24.6738,28.798,29.712,556.8,5.2625,0.0125,0.1175,5.42,0.035,0.17,6.17,-0.26,0.325,1.22
2021-06-09,27.666,28.577,26.7414,30.907,31.67,682.59,25.383,27.1709,24.2323,28.228,29.482,562.4,5.265,-0.0025,0.1175,5.4625,0.0375,0.1675,6.1675,-0.225,0.32,1.22
2021-06-10,26.635,26.3401,24.6904,30.512,30.775,699.94,24.305,25.5041,22.4444,27.436,29.097,571.2,4.88,-0.0125,0.1175,5.2925,0.02,0.1725,6.055,-0.24,0.33,1.22
2021-06-11,26.129,24.6116,23.3045,29.936,30.769,697.03,22.601,22.3312,20.3652,26.587,28.879,573.6,4.97,-0.0725,0.1025,5.215,-0.0375,0.1625,6.035,-0.265,0.325,1.21
2021-06-14,27.077,29.2837,27.5238,30.667,31.203,709.33,23.724,31.0799,25.8432,26.931,28.953,577.7,4.995,-0.0925,0.1025,5.24,-0.06,0.1525,6.03,-0.295,0.32,1.21
2021-06-15,26.688,31.4661,30.1761,31.1,31.245,701.78,23.97,31.7569,27.0178,27.254,28.988,578.5,5.11,-0.1425,0.1025,5.2875,-0.1075,0.15,6.05,-0.34,0.31,1.21
2021-06-16,26.951,34.1272,31.1595,31.665,32.026,699.05,23.845,29.5278,26.4834,26.957,29.004,584.2,5.38,-0.1875,0.1025,5.4825,-0.135,0.15,6.1125,-0.35,0.31,1.2
2021-06-17,26.967,28.035,24.1803,31.244,31.695,698.83,24.271,32.3321,29.4281,27.213,29.092,589.7,5.585,-0.3875,0.1075,5.6975,-0.315,0.1575,6.15,-0.415,0.31,1.19
2021-06-18,29.352,32.1863,29.0403,31.094,32.28,671.07,29.105,31.2139,28.8834,29.75,30.188,563.8,5.655,-0.3425,0.1025,5.6875,-0.3025,0.1525,6.11,-0.415,0.31,1.19
2021-06-21,29.859,29.4896,25.7031,29.673,31.355,680.65,27.414,29.3287,26.5364,28.653,29.856,568.7,5.55,-0.2775,0.1025,5.6025,-0.25,0.1825,6.11,-0.415,0.31,1.19
2021-06-22,29.802,27.8816,26.6097,29.075,31.274,685.81,26.14,27.635,24.6678,27.723,29.456,575.5,5.505,-0.1875,0.0925,5.5525,-0.1825,0.1525,6.1,-0.385,0.3,1.19
2021-06-23,31.277,27.4387,25.1008,28.569,31.293,681.65,27.155,27.4316,24.4166,27.298,29.13,570.4,5.375,-0.0975,0.0925,5.53,-0.14,0.1475,6.05,-0.375,0.3,1.19
2021-06-24,30.229,27.6557,25.6375,29.194,30.99,695.0,25.777,25.7029,23.1618,26.958,28.892,582.1,5.1375,-0.0975,0.095,5.485,-0.1375,0.1475,6.015,-0.375,0.3,1.19
2021-06-25,29.971,27.8132,25.6052,29.465,31.113,686.21,25.601,24.8461,23.0039,26.683,28.535,581.5,4.955,-0.0925,0.0975,5.32,-0.1325,0.1475,5.96,-0.375,0.3,1.19
2021-06-28,30.743,29.3028,25.6072,30.778,31.402,704.11,27.503,27.4349,25.223,27.325,28.698,586.4,5.15,-0.0975,0.0925,5.4125,-0.1375,0.1425,5.95,-0.375,0.3,1.19
2021-06-29,30.687,28.4451,26.2339,30.548,31.437,703.68,26.211,26.6135,24.5317,27.351,28.735,589.9,5.495,-0.1525,0.0925,5.575,-0.15,0.1475,6.065,-0.375,0.3,1.19
2021-06-30,29.598,29.1852,26.5158,30.677,32.04,690.84,27.115,27.666,25.6892,27.844,29.014,579.4,5.625,-0.1875,0.0925,5.675,-0.185,0.1375,6.09,-0.4,0.295,1.19
2021-07-01,29.994,27.8047,26.4653,30.448,31.789,679.31,27.973,28.6068,26.4594,28.609,29.282,571.3,5.635,-0.2125,0.0925,5.7075,-0.2275,0.135,6.085,-0.405,0.295,1.19
2021-07-02,28.306,26.686,24.7157,29.66,30.994,687.54,26.373,25.4859,23.7373,27.163,28.637,579.0,5.19,-0.2125,0.0925,5.4175,-0.2075,0.1375,5.925,-0.405,0.295,1.19
2021-07-06,29.081,28.7899,31.5939,29.699,31.538,685.87,27.445,28.0017,25.9084,27.836,28.94,580.0,5.43,-0.1975,0.0925,5.52,-0.2125,0.14,5.92,-0.38,0.29,1.18
2021-07-07,29.211,29.6868,29.0086,29.651,31.505,690.18,26.864,26.8049,24.6026,27.509,28.651,583.7,5.44,-0.2225,0.0925,5.5875,-0.1975,0.135,5.95,-0.38,0.28,1.18
2021-07-08,32.043,32.4208,31.3437,30.272,32.006,673.685,30.063,32.1749,29.3307,29.538,29.492,567.3,5.39,-0.0925,0.0875,5.59,-0.15,0.135,6.01,-0.345,0.28,1.18
2021-07-09,30.482,28.0122,26.579,30.986,31.161,691.36,28.63,26.5878,24.3519,27.736,28.178,583.1,5.075,-0.0775,0.0875,5.3475,-0.115,0.1275,5.92,-0.305,0.275,1.19
2021-07-12,29.75,31.2527,29.0772,29.51,31.061,707.81,28.495,29.7187,27.8612,27.76,28.183,591.7,5.235,-0.0725,0.0875,5.36,-0.1175,0.1275,5.92,-0.305,0.27,1.19
2021-07-13,30.253,32.634,32.3881,29.965,31.332,706.42,27.786,30.3075,27.48,27.351,28.064,599.6,5.3,-0.1225,0.0875,5.42,-0.135,0.1225,5.96,-0.315,0.275,1.18
2021-07-14,30.596,35.3786,32.0794,30.445,31.611,716.51,27.643,32.0121,29.4822,27.064,27.797,609.1,5.225,-0.1175,0.0875,5.435,-0.14,0.1225,5.98,-0.315,0.275,1.18
2021-07-15,30.122,32.123,29.4204,31.643,31.599,703.94,29.104,33.3941,30.2311,28.248,28.636,599.5,5.22,-0.1025,0.0875,5.4825,-0.1125,0.12,5.975,-0.31,0.275,1.18
2021-07-16,29.662,34.5644,33.2106,30.895,31.693,687.42,29.133,31.0599,28.0491,28.456,28.694,589.3,5.065,-0.1025,0.0825,5.345,-0.11,0.1175,5.925,-0.31,0.27,1.18
2021-07-19,32.909,33.5694,33.7286,32.779,32.163,684.0,33.601,36.5682,32.5872,31.098,30.133,577.3,5.46,-0.115,0.0875,5.55,-0.115,0.1225,6.06,-0.325,0.275,1.18
2021-07-20,30.928,31.5978,33.7816,31.602,30.613,684.05,31.585,34.3197,30.6899,29.826,29.599,580.9,5.38,-0.1475,0.0875,5.4775,-0.17,0.1225,5.975,-0.32,0.27,1.18
2021-07-21,27.482,32.1993,27.036,28.998,30.261,721.0,26.963,29.8883,26.5386,27.82,28.862,599.1,5.225,-0.1125,0.0875,5.365,-0.1125,0.1225,5.93,-0.31,0.275,1.18
2021-07-22,27.546,29.0382,27.3335,29.316,30.832,729.92,25.876,28.5308,25.4188,26.9,28.29,620.8,5.165,-0.1025,0.0875,5.4,-0.105,0.1225,5.935,-0.31,0.27,1.18
2021-07-23,27.991,29.6097,29.8258,29.704,31.41,748.14,25.136,27.7175,24.9341,26.971,28.319,638.8,5.0,-0.0725,0.0875,5.3175,-0.1025,0.12,5.905,-0.315,0.27,1.18
2021-07-26,29.607,30.478,27.2775,29.701,31.665,754.09,26.417,28.4834,25.9087,28.234,28.718,638.0,5.1925,-0.0525,0.0925,5.385,-0.065,0.1225,5.865,-0.285,0.27,1.18
2021-07-27,30.469,32.1053,28.6898,30.946,32.079,745.6,27.885,30.141,27.5801,29.027,29.071,623.0,5.415,-0.0225,0.0875,5.515,-0.055,0.1225,5.935,-0.29,0.27,1.18
2021-07-28,28.805,30.0227,27.4145,30.663,32.201,759.86,26.627,28.7973,25.9444,28.477,28.913,642.5,5.325,-0.0275,0.0925,5.445,-0.0625,0.12,5.93,-0.28,0.27,1.18
2021-07-29,28.677,28.9157,27.0454,29.566,31.994,765.71,25.68,27.3789,25.0021,28.089,28.836,642.7,5.345,0.0375,0.0875,5.49,-0.0175,0.1125,5.925,-0.25,0.265,1.19
2021-07-30,28.264,29.1149,26.2921,29.752,31.719,766.74,26.107,28.4602,24.7752,28.371,28.955,639.0,5.255,0.0275,0.0875,5.4,-0.015,0.1125,5.915,-0.25,0.26,1.19
2021-08-02,29.599,30.0695,26.7762,29.896,31.939,769.65,26.272,28.5678,25.1578,28.297,28.868,652.7,5.33,-0.0075,0.0875,5.38,-0.0325,0.105,5.9,-0.25,0.265,1.19
2021-08-03,29.706,29.5588,27.8194,30.58,31.797,779.53,26.71,28.6034,25.2835,28.733,29.498,651.0,5.335,-0.0075,0.0875,5.3975,-0.035,0.11,5.91,-0.28,0.265,1.19
2021-08-04,29.111,30.0204,30.5424,30.504,32.948,795.48,26.157,28.0721,26.1799,28.341,29.805,670.1,5.365,-0.0375,0.0875,5.4225,-0.05,0.115,5.935,-0.27,0.265,1.18
2021-08-05,28.298,28.9398,27.1515,30.769,32.586,794.75,26.917,28.5374,26.2973,28.849,29.779,672.6,5.14,-0.0375,0.0875,5.4275,-0.05,0.105,5.915,-0.27,0.265,1.18
2021-08-06,28.983,29.4758,25.7152,30.76,32.918,783.28,27.836,30.1484,26.3937,29.842,30.428,666.0,5.08,-0.095,0.0875,5.3775,-0.0875,0.1025,5.91,-0.265,0.26,1.18
2021-08-09,28.61,28.1391,28.6618,30.427,33.021,788.68,27.045,29.2063,26.1096,29.672,30.295,671.0,5.315,-0.1075,0.0875,5.435,-0.1025,0.105,5.91,-0.265,0.26,1.17
2021-08-10,28.539,30.0729,26.5952,30.856,32.721,789.29,26.09,27.3978,24.5872,28.846,29.953,674.3,5.3925,-0.1325,0.0825,5.5125,-0.1275,0.1025,5.92,-0.255,0.25,1.17
2021-08-11,27.855,32.0622,30.0381,29.876,32.665,789.22,26.773,27.4482,25.4324,29.264,30.12,668.7,5.105,-0.1025,0.0875,5.42,-0.105,0.1025,5.89,-0.235,0.26,1.17
